victim_id,victim_name,gender,age,occupation,marital_status,income_group
V03023,Person_3023,Female,59,Employee,Married,Middle
V03024,Person_3024,Female,18,Lawyer,Married,Low
V03025,Person_3025,Male,48,Student,Married,Middle
V03026,Person_3026,Male,29,Doctor,Married,Low
V03027,Person_3027,Male,51,Student,Single,Low
V03028,Person_3028,Female,26,Employee,Married,Low
V03029,Person_3029,Male,66,Employee,Single,Low
V03030,Person_3030,Female,43,Engineer,Married,High
V03031,Person_3031,Female,20,Teacher,Single,Middle
V03032,Person_3032,Male,20,Employee,Married,Middle
V03033,Person_3033,Female,45,Doctor,Married,Middle
V03034,Person_3034,Male,42,Student,Single,High
V03035,Person_3035,Female,18,Teacher,Married,Low
V03036,Person_3036,Male,38,Employee,Married,Low
V03037,Person_3037,Male,29,Student,Single,Low
V03038,Person_3038,Male,42,Business,Married,Middle
V03039,Person_3039,Male,70,Engineer,Married,Middle
V03040,Person_3040,Male,63,Doctor,Married,Middle
V03041,Person_3041,Female,56,Doctor,Single,Low
V03042,Person_3042,Female,24,Employee,Single,Middle
V03043,Person_3043,Male,38,Business,Single,Low
V03044,Person_3044,Female,36,Business,Married,Middle
V03045,Person_3045,Female,64,Employee,Married,Low
V03046,Person_3046,Female,53,Employee,Married,Middle
V03047,Person_3047,Female,31,Engineer,Married,Low
V03048,Person_3048,Male,35,Engineer,Single,Middle
V03049,Person_3049,Female,32,Engineer,Married,Middle
V03050,Person_3050,Male,26,Business,Single,Low
V03051,Person_3051,Female,45,Employee,Married,Low
V03052,Person_3052,Male,20,Business,Married,High
V03053,Person_3053,Male,65,Student,Single,Middle
V03054,Person_3054,Male,58,Business,Married,High
V03055,Person_3055,Male,62,Employee,Single,Low
V03056,Person_3056,Female,28,Doctor,Single,Middle
V03057,Person_3057,Female,52,Business,Single,Middle
V03058,Person_3058,Female,63,Business,Single,Middle
V03059,Person_3059,Female,24,Lawyer,Single,Middle
V03060,Person_3060,Female,37,Engineer,Single,Low
V03061,Person_3061,Female,39,Engineer,Single,Low
V03062,Person_3062,Female,44,Engineer,Married,Low
V03063,Person_3063,Male,55,Student,Single,Middle
V03064,Person_3064,Female,41,Doctor,Married,High
V03065,Person_3065,Female,19,Lawyer,Single,Middle
V03066,Person_3066,Female,25,Student,Single,Middle
V03067,Person_3067,Male,46,Engineer,Single,Low
V03068,Person_3068,Male,51,Lawyer,Married,Low
V03069,Person_3069,Male,20,Engineer,Married,Low
V03070,Person_3070,Male,47,Engineer,Married,Middle
V03071,Person_3071,Male,30,Engineer,Single,High
V03072,Person_3072,Male,65,Teacher,Single,Middle
V03073,Person_3073,Female,53,Employee,Single,High
V03074,Person_3074,Female,34,Business,Single,High
V03075,Person_3075,Male,44,Employee,Single,Low
V03076,Person_3076,Male,54,Teacher,Married,Low
V03077,Person_3077,Female,64,Doctor,Single,Middle
V03078,Person_3078,Male,39,Lawyer,Married,Low
V03079,Person_3079,Female,45,Employee,Single,Low
V03080,Person_3080,Male,73,Engineer,Single,Low
V03081,Person_3081,Male,42,Teacher,Married,Middle
V03082,Person_3082,Female,18,Lawyer,Married,Middle
V03083,Person_3083,Female,61,Student,Single,Low
V03084,Person_3084,Female,53,Doctor,Single,Low
V03085,Person_3085,Male,61,Engineer,Married,Middle
V03086,Person_3086,Male,18,Business,Married,Middle
V03087,Person_3087,Female,61,Business,Single,Low
V03088,Person_3088,Female,61,Doctor,Married,Middle
V03089,Person_3089,Male,59,Engineer,Single,Middle
V03090,Person_3090,Female,42,Doctor,Married,Low
V03091,Person_3091,Female,66,Employee,Single,Middle
V03092,Person_3092,Male,61,Lawyer,Single,Low
V03093,Person_3093,Male,32,Teacher,Single,Middle
V03094,Person_3094,Female,60,Engineer,Married,Low
V03095,Person_3095,Male,30,Employee,Married,Middle
V03096,Person_3096,Female,52,Business,Single,Low
V03097,Person_3097,Female,38,Doctor,Married,Low
V03098,Person_3098,Female,73,Student,Single,High
V03099,Person_3099,Male,23,Employee,Single,Low
V03100,Person_3100,Male,40,Engineer,Single,Middle
V03101,Person_3101,Female,65,Student,Married,Low
V03102,Person_3102,Male,48,Lawyer,Single,Middle
V03103,Person_3103,Female,74,Student,Married,Middle
V03104,Person_3104,Female,37,Doctor,Married,Low
V03105,Person_3105,Male,35,Lawyer,Married,Low
V03106,Person_3106,Female,48,Doctor,Single,Middle
V03107,Person_3107,Female,27,Lawyer,Single,Low
V03108,Person_3108,Female,50,Employee,Single,Low
V03109,Person_3109,Female,71,Employee,Single,Low
V03110,Person_3110,Female,72,Business,Single,Low
V03111,Person_3111,Male,48,Employee,Married,Low
V03112,Person_3112,Male,35,Employee,Single,Middle
V03113,Person_3113,Male,60,Engineer,Married,Low
V03114,Person_3114,Female,46,Business,Married,Middle
V03115,Person_3115,Male,42,Doctor,Single,Low
V03116,Person_3116,Female,61,Employee,Married,Middle
V03117,Person_3117,Female,29,Teacher,Married,Low
V03118,Person_3118,Female,56,Business,Married,Middle
V03119,Person_3119,Female,70,Doctor,Single,High
V03120,Person_3120,Male,56,Employee,Married,Low
V03121,Person_3121,Female,49,Engineer,Single,Middle
V03122,Person_3122,Male,68,Engineer,Married,Low
V03123,Person_3123,Female,27,Teacher,Single,Middle
V03124,Person_3124,Female,63,Business,Single,High
V03125,Person_3125,Male,63,Lawyer,Married,Middle
V03126,Person_3126,Female,21,Teacher,Married,High
V03127,Person_3127,Male,50,Doctor,Single,Middle
V03128,Person_3128,Female,40,Engineer,Married,Middle
V03129,Person_3129,Male,68,Teacher,Married,Low
V03130,Person_3130,Female,64,Lawyer,Married,Middle
V03131,Person_3131,Female,34,Teacher,Single,Low
V03132,Person_3132,Male,59,Engineer,Married,Middle
V03133,Person_3133,Female,70,Business,Single,Middle
V03134,Person_3134,Male,52,Teacher,Married,Low
V03135,Person_3135,Female,35,Employee,Single,Low
V03136,Person_3136,Female,32,Doctor,Single,Low
V03137,Person_3137,Male,71,Teacher,Married,Middle
V03138,Person_3138,Female,65,Business,Single,Middle
V03139,Person_3139,Female,58,Student,Single,High
V03140,Person_3140,Male,71,Student,Single,Middle
V03141,Person_3141,Female,53,Lawyer,Married,High
V03142,Person_3142,Female,73,Employee,Married,Low
V03143,Person_3143,Male,59,Business,Married,High
V03144,Person_3144,Female,66,Engineer,Married,Middle
V03145,Person_3145,Male,52,Engineer,Single,Middle
V03146,Person_3146,Male,54,Doctor,Married,Low
V03147,Person_3147,Male,46,Student,Married,Low
V03148,Person_3148,Female,72,Teacher,Single,Middle
V03149,Person_3149,Female,39,Lawyer,Single,Middle
V03150,Person_3150,Male,60,Engineer,Married,Low
V03151,Person_3151,Male,18,Student,Married,High
V03152,Person_3152,Female,69,Engineer,Married,Middle
V03153,Person_3153,Female,46,Student,Single,High
V03154,Person_3154,Female,25,Business,Married,Low
V03155,Person_3155,Male,36,Doctor,Single,Middle
V03156,Person_3156,Male,34,Lawyer,Single,Middle
V03157,Person_3157,Male,50,Student,Single,Low
V03158,Person_3158,Male,46,Business,Married,Low
V03159,Person_3159,Male,28,Doctor,Single,Low
V03160,Person_3160,Female,65,Lawyer,Single,High
V03161,Person_3161,Male,56,Teacher,Single,Low
V03162,Person_3162,Male,33,Employee,Married,Low
V03163,Person_3163,Female,35,Student,Married,Middle
V03164,Person_3164,Female,60,Student,Married,Low
V03165,Person_3165,Female,59,Engineer,Married,High
V03166,Person_3166,Male,62,Lawyer,Single,Middle
V03167,Person_3167,Male,31,Business,Married,Middle
V03168,Person_3168,Male,56,Business,Single,Middle
V03169,Person_3169,Male,23,Engineer,Married,High
V03170,Person_3170,Female,44,Student,Married,Low
V03171,Person_3171,Female,68,Engineer,Married,Middle
V03172,Person_3172,Female,63,Employee,Married,Middle
V03173,Person_3173,Female,21,Teacher,Single,Low
V03174,Person_3174,Female,44,Teacher,Married,Low
V03175,Person_3175,Female,59,Engineer,Married,Middle
V03176,Person_3176,Female,61,Teacher,Married,Middle
V03177,Person_3177,Male,39,Business,Single,Middle
V03178,Person_3178,Male,20,Teacher,Single,Low
V03179,Person_3179,Male,42,Lawyer,Married,Middle
V03180,Person_3180,Male,26,Lawyer,Single,Low
V03181,Person_3181,Female,26,Lawyer,Married,Middle
V03182,Person_3182,Female,22,Teacher,Single,Low
V03183,Person_3183,Female,26,Business,Single,Low
V03184,Person_3184,Male,34,Teacher,Married,Low
V03185,Person_3185,Female,57,Student,Single,Middle
V03186,Person_3186,Female,33,Teacher,Single,Middle
V03187,Person_3187,Female,32,Doctor,Married,High
V03188,Person_3188,Male,65,Employee,Married,High
V03189,Person_3189,Female,46,Lawyer,Single,High
V03190,Person_3190,Female,24,Lawyer,Married,Low
V03191,Person_3191,Female,69,Student,Married,Low
V03192,Person_3192,Male,58,Business,Single,Low
V03193,Person_3193,Male,64,Teacher,Married,Low
V03194,Person_3194,Male,36,Doctor,Single,Middle
V03195,Person_3195,Female,70,Lawyer,Single,Middle
V03196,Person_3196,Female,47,Doctor,Married,Low
V03197,Person_3197,Male,31,Teacher,Married,Middle
V03198,Person_3198,Male,40,Student,Married,Low
V03199,Person_3199,Male,19,Teacher,Single,Low
V03200,Person_3200,Male,62,Lawyer,Married,Low
V03201,Person_3201,Female,36,Lawyer,Married,Low
V03202,Person_3202,Male,29,Teacher,Married,Middle
V03203,Person_3203,Male,42,Lawyer,Single,Middle
V03204,Person_3204,Female,39,Employee,Married,Middle
V03205,Person_3205,Female,23,Engineer,Single,High
V03206,Person_3206,Male,28,Engineer,Married,Low
V03207,Person_3207,Female,25,Doctor,Married,High
V03208,Person_3208,Male,35,Student,Single,Middle
V03209,Person_3209,Female,23,Teacher,Single,Middle
V03210,Person_3210,Male,60,Student,Single,Middle
V03211,Person_3211,Female,52,Teacher,Married,Low
V03212,Person_3212,Female,30,Employee,Single,Low
V03213,Person_3213,Male,36,Lawyer,Single,Middle
V03214,Person_3214,Female,28,Teacher,Married,Low
V03215,Person_3215,Female,23,Engineer,Single,High
V03216,Person_3216,Female,43,Lawyer,Married,Low
V03217,Person_3217,Female,36,Employee,Single,Low
V03218,Person_3218,Female,62,Employee,Married,Low
V03219,Person_3219,Female,67,Lawyer,Single,Middle
V03220,Person_3220,Female,29,Employee,Single,Middle
V03221,Person_3221,Male,32,Lawyer,Married,Low
V03222,Person_3222,Male,68,Student,Married,Low
V03223,Person_3223,Female,63,Lawyer,Married,Middle
V03224,Person_3224,Male,44,Employee,Married,Middle
V03225,Person_3225,Male,68,Engineer,Married,Middle
V03226,Person_3226,Male,60,Employee,Single,Middle
V03227,Person_3227,Female,53,Engineer,Married,Middle
V03228,Person_3228,Male,68,Doctor,Married,Middle
V03229,Person_3229,Male,50,Business,Married,Middle
V03230,Person_3230,Female,56,Teacher,Married,Low
V03231,Person_3231,Female,66,Business,Married,Low
V03232,Person_3232,Male,55,Teacher,Married,Middle
V03233,Person_3233,Female,65,Doctor,Single,High
V03234,Person_3234,Female,70,Lawyer,Single,Low
V03235,Person_3235,Male,46,Business,Single,Middle
V03236,Person_3236,Male,36,Employee,Married,Middle
V03237,Person_3237,Female,60,Employee,Married,Middle
V03238,Person_3238,Male,47,Employee,Single,Middle
V03239,Person_3239,Male,42,Student,Single,Middle
V03240,Person_3240,Male,66,Teacher,Single,Middle
V03241,Person_3241,Female,60,Engineer,Married,Middle
V03242,Person_3242,Male,22,Lawyer,Single,Middle
V03243,Person_3243,Female,69,Engineer,Married,Low
V03244,Person_3244,Female,59,Business,Single,High
V03245,Person_3245,Female,73,Teacher,Single,Middle
V03246,Person_3246,Male,23,Engineer,Married,Low
V03247,Person_3247,Male,25,Business,Married,Low
V03248,Person_3248,Male,71,Teacher,Single,Low
V03249,Person_3249,Male,67,Doctor,Married,Middle
V03250,Person_3250,Female,53,Business,Married,Low
V03251,Person_3251,Female,29,Engineer,Married,Middle
V03252,Person_3252,Male,52,Engineer,Single,Middle
V03253,Person_3253,Male,45,Doctor,Married,Middle
V03254,Person_3254,Female,71,Teacher,Married,Low
V03255,Person_3255,Female,38,Student,Single,Middle
V03256,Person_3256,Female,45,Employee,Married,Middle
V03257,Person_3257,Male,58,Doctor,Single,Low
V03258,Person_3258,Male,48,Lawyer,Single,Middle
V03259,Person_3259,Female,56,Lawyer,Single,Middle
V03260,Person_3260,Male,37,Teacher,Single,Low
V03261,Person_3261,Female,64,Employee,Married,Middle
V03262,Person_3262,Male,52,Employee,Married,Low
V03263,Person_3263,Male,53,Lawyer,Married,Low
V03264,Person_3264,Male,42,Teacher,Married,Low
V03265,Person_3265,Male,52,Lawyer,Married,Low
V03266,Person_3266,Female,43,Employee,Single,Low
V03267,Person_3267,Male,32,Lawyer,Single,Middle
V03268,Person_3268,Female,68,Doctor,Married,Low
V03269,Person_3269,Male,29,Doctor,Married,Low
V03270,Person_3270,Male,60,Employee,Married,Low
V03271,Person_3271,Male,38,Employee,Married,Low
V03272,Person_3272,Female,55,Lawyer,Single,Middle
V03273,Person_3273,Male,60,Teacher,Single,Middle
V03274,Person_3274,Male,29,Business,Married,Low
V03275,Person_3275,Female,66,Doctor,Single,High
V03276,Person_3276,Female,60,Teacher,Single,Low
V03277,Person_3277,Female,23,Doctor,Single,Low
V03278,Person_3278,Male,70,Employee,Single,Middle
V03279,Person_3279,Female,58,Employee,Married,Low
V03280,Person_3280,Female,74,Teacher,Married,Low
V03281,Person_3281,Female,23,Employee,Married,Low
V03282,Person_3282,Male,54,Lawyer,Single,Low
V03283,Person_3283,Male,44,Engineer,Single,Low
V03284,Person_3284,Female,26,Business,Married,High
V03285,Person_3285,Male,71,Employee,Single,Low
V03286,Person_3286,Male,47,Doctor,Married,High
V03287,Person_3287,Male,44,Employee,Single,Low
V03288,Person_3288,Male,65,Teacher,Married,Middle
V03289,Person_3289,Female,62,Employee,Single,Middle
V03290,Person_3290,Male,57,Teacher,Married,Low
V03291,Person_3291,Female,46,Engineer,Married,High
V03292,Person_3292,Female,38,Employee,Single,Middle
V03293,Person_3293,Female,47,Teacher,Married,Low
V03294,Person_3294,Male,27,Teacher,Married,High
V03295,Person_3295,Female,61,Employee,Married,Middle
V03296,Person_3296,Male,72,Doctor,Single,Low
V03297,Person_3297,Female,53,Doctor,Married,High
V03298,Person_3298,Male,71,Student,Single,High
V03299,Person_3299,Male,62,Lawyer,Single,Middle
V03300,Person_3300,Female,60,Lawyer,Single,Middle
V03301,Person_3301,Female,21,Doctor,Single,Middle
V03302,Person_3302,Male,72,Business,Single,Middle
V03303,Person_3303,Female,43,Teacher,Single,Low
V03304,Person_3304,Male,44,Engineer,Married,Middle
V03305,Person_3305,Male,55,Engineer,Single,Middle
V03306,Person_3306,Female,19,Business,Single,Middle
V03307,Person_3307,Male,62,Employee,Single,High
V03308,Person_3308,Male,31,Lawyer,Married,Low
V03309,Person_3309,Female,69,Teacher,Married,Low
V03310,Person_3310,Female,29,Employee,Married,Middle
V03311,Person_3311,Male,43,Lawyer,Single,High
V03312,Person_3312,Male,70,Doctor,Single,Low
V03313,Person_3313,Male,50,Doctor,Single,Middle
V03314,Person_3314,Female,46,Doctor,Single,Middle
V03315,Person_3315,Female,37,Doctor,Married,Low
V03316,Person_3316,Female,57,Business,Married,Middle
V03317,Person_3317,Male,27,Engineer,Married,Middle
V03318,Person_3318,Male,29,Business,Married,Middle
V03319,Person_3319,Male,20,Employee,Married,Low
V03320,Person_3320,Female,62,Student,Married,Middle
V03321,Person_3321,Male,22,Doctor,Single,Middle
V03322,Person_3322,Female,20,Teacher,Married,Middle
V03323,Person_3323,Male,54,Engineer,Single,Middle
V03324,Person_3324,Female,72,Student,Married,Middle
V03325,Person_3325,Male,45,Engineer,Married,Low
V03326,Person_3326,Male,25,Lawyer,Married,Low
V03327,Person_3327,Male,50,Employee,Single,Low
V03328,Person_3328,Male,49,Lawyer,Single,Middle
V03329,Person_3329,Female,61,Doctor,Married,Low
V03330,Person_3330,Female,72,Engineer,Married,Middle
V03331,Person_3331,Female,34,Employee,Single,Middle
V03332,Person_3332,Female,19,Student,Married,Low
V03333,Person_3333,Male,54,Student,Married,Low
V03334,Person_3334,Female,40,Lawyer,Married,Middle
V03335,Person_3335,Male,54,Teacher,Single,Low
V03336,Person_3336,Female,74,Doctor,Married,Middle
V03337,Person_3337,Male,25,Engineer,Married,High
V03338,Person_3338,Female,73,Doctor,Married,Low
V03339,Person_3339,Male,45,Employee,Married,Low
V03340,Person_3340,Female,71,Employee,Married,High
V03341,Person_3341,Female,71,Business,Single,Low
V03342,Person_3342,Female,32,Business,Married,Middle
V03343,Person_3343,Male,26,Student,Single,High
V03344,Person_3344,Male,56,Lawyer,Married,Low
V03345,Person_3345,Male,42,Engineer,Married,Middle
V03346,Person_3346,Female,66,Lawyer,Married,Low
V03347,Person_3347,Female,41,Lawyer,Single,High
V03348,Person_3348,Male,73,Employee,Married,Low
V03349,Person_3349,Female,67,Employee,Married,Low
V03350,Person_3350,Female,26,Doctor,Married,Low
V03351,Person_3351,Male,74,Teacher,Married,Middle
V03352,Person_3352,Male,64,Student,Married,Middle
V03353,Person_3353,Male,19,Business,Married,High
V03354,Person_3354,Male,36,Business,Married,Middle
V03355,Person_3355,Male,20,Business,Married,Middle
V03356,Person_3356,Female,33,Student,Married,Middle
V03357,Person_3357,Female,25,Business,Single,High
V03358,Person_3358,Female,33,Doctor,Single,Low
V03359,Person_3359,Female,68,Business,Married,Low
V03360,Person_3360,Female,18,Employee,Married,Middle
V03361,Person_3361,Male,48,Business,Married,Middle
V03362,Person_3362,Female,61,Student,Single,Middle
V03363,Person_3363,Female,67,Teacher,Single,Middle
V03364,Person_3364,Male,37,Doctor,Single,High
V03365,Person_3365,Male,23,Business,Married,High
V03366,Person_3366,Male,51,Engineer,Married,Middle
V03367,Person_3367,Female,28,Engineer,Married,High
V03368,Person_3368,Male,26,Student,Married,Low
V03369,Person_3369,Male,53,Teacher,Married,Middle
V03370,Person_3370,Male,58,Business,Single,Middle
V03371,Person_3371,Male,74,Lawyer,Married,Low
V03372,Person_3372,Female,50,Lawyer,Married,High
V03373,Person_3373,Female,51,Business,Single,Low
V03374,Person_3374,Female,36,Lawyer,Married,Low
V03375,Person_3375,Male,49,Lawyer,Single,Low
V03376,Person_3376,Female,47,Doctor,Married,Low
V03377,Person_3377,Male,54,Doctor,Single,Middle
V03378,Person_3378,Female,28,Student,Single,Middle
V03379,Person_3379,Female,18,Lawyer,Married,Middle
V03380,Person_3380,Male,70,Engineer,Married,Low
V03381,Person_3381,Male,50,Doctor,Married,Low
V03382,Person_3382,Male,64,Doctor,Married,High
V03383,Person_3383,Female,73,Engineer,Married,Low
V03384,Person_3384,Male,20,Lawyer,Married,Middle
V03385,Person_3385,Male,23,Teacher,Single,High
V03386,Person_3386,Male,21,Teacher,Single,Middle
V03387,Person_3387,Female,36,Business,Single,High
V03388,Person_3388,Female,57,Engineer,Married,Middle
V03389,Person_3389,Female,42,Doctor,Married,Middle
V03390,Person_3390,Male,59,Engineer,Married,Middle
V03391,Person_3391,Male,53,Doctor,Single,High
V03392,Person_3392,Male,41,Doctor,Single,Low
V03393,Person_3393,Male,46,Teacher,Married,Middle
V03394,Person_3394,Female,18,Student,Married,Low
V03395,Person_3395,Male,33,Lawyer,Married,Low
V03396,Person_3396,Male,48,Doctor,Single,Middle
V03397,Person_3397,Female,74,Student,Single,Low
V03398,Person_3398,Male,30,Business,Single,Low
V03399,Person_3399,Male,46,Student,Married,Middle
V03400,Person_3400,Female,62,Business,Single,Low
V03401,Person_3401,Female,23,Business,Single,Middle
V03402,Person_3402,Female,66,Employee,Single,Middle
V03403,Person_3403,Male,41,Student,Married,Middle
V03404,Person_3404,Male,62,Business,Married,High
V03405,Person_3405,Male,19,Student,Single,Middle
V03406,Person_3406,Female,28,Engineer,Married,Middle
V03407,Person_3407,Female,73,Doctor,Married,Low
V03408,Person_3408,Female,56,Business,Single,Low
V03409,Person_3409,Male,72,Doctor,Married,Low
V03410,Person_3410,Male,30,Engineer,Single,Low
V03411,Person_3411,Male,52,Teacher,Married,High
V03412,Person_3412,Female,25,Student,Married,Low
V03413,Person_3413,Female,67,Employee,Married,Low
V03414,Person_3414,Female,70,Doctor,Single,Middle
V03415,Person_3415,Female,26,Lawyer,Married,Middle
V03416,Person_3416,Male,55,Engineer,Single,Low
V03417,Person_3417,Female,53,Employee,Married,Low
V03418,Person_3418,Female,21,Student,Single,Middle
V03419,Person_3419,Female,65,Student,Married,Middle
V03420,Person_3420,Male,70,Doctor,Single,Middle
V03421,Person_3421,Male,27,Doctor,Single,Middle
V03422,Person_3422,Male,66,Lawyer,Single,Middle
V03423,Person_3423,Female,19,Lawyer,Single,Middle
V03424,Person_3424,Female,74,Lawyer,Single,Low
V03425,Person_3425,Female,65,Business,Single,Middle
V03426,Person_3426,Male,22,Business,Single,Low
V03427,Person_3427,Female,54,Engineer,Married,Low
V03428,Person_3428,Male,20,Engineer,Married,Low
V03429,Person_3429,Male,60,Employee,Single,Low
V03430,Person_3430,Female,49,Lawyer,Single,Low
V03431,Person_3431,Female,41,Lawyer,Married,Middle
V03432,Person_3432,Female,30,Doctor,Single,High
V03433,Person_3433,Male,40,Teacher,Single,High
V03434,Person_3434,Male,18,Teacher,Single,Middle
V03435,Person_3435,Male,74,Business,Single,Low
V03436,Person_3436,Female,21,Lawyer,Married,Low
V03437,Person_3437,Female,20,Teacher,Married,Low
V03438,Person_3438,Male,50,Doctor,Single,Middle
V03439,Person_3439,Male,63,Employee,Married,Low
V03440,Person_3440,Male,45,Student,Married,Middle
V03441,Person_3441,Male,46,Employee,Married,Middle
V03442,Person_3442,Female,19,Teacher,Single,High
V03443,Person_3443,Male,59,Doctor,Single,Middle
V03444,Person_3444,Male,68,Teacher,Single,Middle
V03445,Person_3445,Female,27,Student,Single,Middle
V03446,Person_3446,Male,48,Lawyer,Married,Low
V03447,Person_3447,Female,27,Doctor,Married,High
V03448,Person_3448,Female,71,Employee,Single,Low
V03449,Person_3449,Male,70,Employee,Single,High
V03450,Person_3450,Male,22,Student,Single,Low
V03451,Person_3451,Female,34,Employee,Married,Low
V03452,Person_3452,Male,68,Doctor,Married,Middle
V03453,Person_3453,Female,61,Engineer,Married,Middle
V03454,Person_3454,Female,62,Business,Married,Low
V03455,Person_3455,Female,62,Business,Single,Middle
V03456,Person_3456,Female,48,Doctor,Married,Low
V03457,Person_3457,Female,63,Lawyer,Single,Low
V03458,Person_3458,Female,30,Teacher,Married,Middle
V03459,Person_3459,Female,41,Student,Married,Middle
V03460,Person_3460,Female,52,Doctor,Single,Low
V03461,Person_3461,Male,40,Engineer,Single,Middle
V03462,Person_3462,Female,47,Lawyer,Single,Middle
V03463,Person_3463,Male,24,Business,Married,Middle
V03464,Person_3464,Female,58,Engineer,Married,Low
V03465,Person_3465,Female,66,Business,Single,Low
V03466,Person_3466,Male,59,Engineer,Married,Low
V03467,Person_3467,Male,66,Business,Single,Middle
V03468,Person_3468,Male,74,Lawyer,Single,High
V03469,Person_3469,Male,71,Business,Single,Low
V03470,Person_3470,Male,46,Student,Married,Middle
V03471,Person_3471,Female,34,Business,Married,High
V03472,Person_3472,Female,66,Lawyer,Married,Low
V03473,Person_3473,Male,56,Engineer,Single,Middle
V03474,Person_3474,Female,34,Student,Married,Middle
V03475,Person_3475,Female,23,Lawyer,Single,Low
V03476,Person_3476,Female,28,Doctor,Married,High
V03477,Person_3477,Female,68,Employee,Single,Low
V03478,Person_3478,Male,24,Lawyer,Married,Low
V03479,Person_3479,Male,62,Student,Married,Middle
V03480,Person_3480,Male,59,Lawyer,Married,Middle
V03481,Person_3481,Male,22,Engineer,Single,Middle
V03482,Person_3482,Female,52,Teacher,Married,Middle
V03483,Person_3483,Male,46,Doctor,Married,High
V03484,Person_3484,Female,32,Lawyer,Single,Low
V03485,Person_3485,Male,72,Doctor,Married,Low
V03486,Person_3486,Female,51,Doctor,Married,Low
V03487,Person_3487,Male,54,Employee,Married,Middle
V03488,Person_3488,Female,64,Employee,Married,Low
V03489,Person_3489,Female,57,Engineer,Married,Low
V03490,Person_3490,Female,71,Business,Single,Middle
V03491,Person_3491,Male,64,Lawyer,Single,Middle
V03492,Person_3492,Female,51,Doctor,Married,High
V03493,Person_3493,Female,37,Engineer,Single,Low
V03494,Person_3494,Male,33,Lawyer,Married,High
V03495,Person_3495,Female,45,Engineer,Single,Middle
V03496,Person_3496,Female,21,Teacher,Married,Middle
V03497,Person_3497,Female,65,Student,Married,Middle
V03498,Person_3498,Male,41,Employee,Single,Low
V03499,Person_3499,Male,23,Doctor,Married,Low
V03500,Person_3500,Female,50,Lawyer,Married,Middle
V03501,Person_3501,Female,64,Lawyer,Single,Low
V03502,Person_3502,Female,57,Engineer,Married,Middle
V03503,Person_3503,Female,23,Lawyer,Single,Low
V03504,Person_3504,Male,64,Engineer,Married,Low
V03505,Person_3505,Male,19,Lawyer,Single,Middle
V03506,Person_3506,Female,30,Lawyer,Married,Middle
V03507,Person_3507,Male,28,Business,Married,Low
V03508,Person_3508,Female,44,Teacher,Single,Low
V03509,Person_3509,Female,53,Teacher,Married,Middle
V03510,Person_3510,Female,54,Student,Single,Low
V03511,Person_3511,Male,62,Business,Single,Middle
V03512,Person_3512,Female,41,Doctor,Married,High
V03513,Person_3513,Male,68,Doctor,Married,Low
V03514,Person_3514,Female,21,Student,Married,Middle
V03515,Person_3515,Male,44,Employee,Married,Middle
V03516,Person_3516,Male,53,Doctor,Married,Middle
V03517,Person_3517,Male,64,Teacher,Single,High
V03518,Person_3518,Female,70,Lawyer,Married,Low
V03519,Person_3519,Male,32,Lawyer,Single,Middle
V03520,Person_3520,Female,50,Teacher,Single,Middle
V03521,Person_3521,Female,68,Doctor,Single,High
V03522,Person_3522,Female,51,Business,Married,Low
V03523,Person_3523,Female,66,Business,Single,Middle
V03524,Person_3524,Female,51,Engineer,Married,Low
V03525,Person_3525,Female,62,Doctor,Single,Middle
V03526,Person_3526,Male,31,Lawyer,Married,Middle
V03527,Person_3527,Female,72,Teacher,Married,Middle
V03528,Person_3528,Male,34,Teacher,Single,Middle
V03529,Person_3529,Female,68,Lawyer,Single,High
V03530,Person_3530,Female,74,Business,Single,Low
V03531,Person_3531,Male,55,Teacher,Married,Middle
V03532,Person_3532,Male,21,Engineer,Married,Low
V03533,Person_3533,Female,24,Business,Single,Low
V03534,Person_3534,Male,42,Engineer,Single,Low
V03535,Person_3535,Female,53,Doctor,Married,Middle
V03536,Person_3536,Female,45,Teacher,Married,Low
V03537,Person_3537,Female,32,Teacher,Married,High
V03538,Person_3538,Female,29,Business,Married,Low
V03539,Person_3539,Female,56,Teacher,Single,Middle
V03540,Person_3540,Female,23,Doctor,Single,Low
V03541,Person_3541,Male,29,Student,Married,Middle
V03542,Person_3542,Female,65,Lawyer,Single,Low
V03543,Person_3543,Male,22,Lawyer,Single,Middle
V03544,Person_3544,Female,31,Doctor,Single,Middle
V03545,Person_3545,Male,34,Teacher,Married,Low
V03546,Person_3546,Female,64,Lawyer,Single,Low
V03547,Person_3547,Female,63,Business,Single,Low
V03548,Person_3548,Female,66,Doctor,Married,Low
V03549,Person_3549,Male,50,Employee,Married,Low
V03550,Person_3550,Female,40,Teacher,Single,Middle
V03551,Person_3551,Male,39,Student,Married,Middle
V03552,Person_3552,Male,33,Employee,Married,Low
V03553,Person_3553,Female,45,Employee,Single,Middle
V03554,Person_3554,Male,53,Student,Married,High
V03555,Person_3555,Male,71,Lawyer,Married,Low
V03556,Person_3556,Female,33,Engineer,Single,Middle
V03557,Person_3557,Male,47,Doctor,Single,High
V03558,Person_3558,Female,20,Engineer,Married,Low
V03559,Person_3559,Female,34,Employee,Single,Middle
V03560,Person_3560,Female,51,Engineer,Married,Low
V03561,Person_3561,Male,63,Teacher,Single,Low
V03562,Person_3562,Female,50,Lawyer,Single,High
V03563,Person_3563,Female,25,Student,Single,Low
